795.02,794.89,793.73,791.85,788.39,784.72,779.23,772.78,764.15,756.27,749.31,742.42,737.11,734.44,733.62,731.81,730.71,789.11,783.98,778.22,772.25,767.23,757.64,753.3,747.96,741.84,736.77,763.77,763.41,763.06,762.73,769.42,766.28,763.14,759.57,756.37,782.65,779.13,774.82,771.77,775.12,779.4,754.85,751.13,746.96,743.9,746.55,750.57,775.74,771.13,766.87,764.21,760.33,756.51,752.75,756.84,760.7,764.33,767.35,771.66,773.7,767,764.28,760.49,754.68,760.78,764.25,766.86,987.53,977.62,966.66,955.36,946.06,937.91,929.89,924.07,922.31,924.43,930.04,937.52,946.66,957.1,967.73,978.62,989.21,987.37,990.69,989.22,986.91,984.26,985.73,989.16,991.84,992.74,990.87,978.96,973.2,967.14,960.77,957.16,956.24,955.72,957.09,958.74,980.27,982.47,981.98,978.67,977.04,977.49,980.15,984.02,984.41,982.74,980.06,979.43,941.86,945.53,947.26,946.41,947.85,946.95,944.05,938.47,935.43,934.67,934.42,935.99,942.48,943.1,943.18,943.8,943.77,940.53,939.75,939.5
772.65,771.87,770.81,768.97,766.69,763.04,758.8,754.87,750.88,747.26,743.2,738.46,734.64,731.91,731.06,730.45,730.02,769.13,766.55,763.15,759.89,756.91,752.08,747.99,743.77,740.21,737.71,753.41,753.5,753.57,753.71,757.9,755.86,753.51,751.5,749.34,764.72,762.13,759.76,757.83,760.03,762.51,748.97,746.5,744.26,742.02,744.29,746.55,756.86,755.68,754.05,752.46,750.18,747.46,744.35,747.1,749.46,751.65,753.56,755.4,756.14,753.96,752.41,750.14,745.23,749.71,751.91,753.61,984.06,977.98,972.45,966.9,962.39,958.6,955.3,953.04,952.72,953.58,955.65,958.24,961.59,966.84,972.36,978.28,984.57,985.89,987.58,987.72,986.71,985.17,985.2,986.56,986.57,985.62,983.5,980.05,976.98,973.98,970.91,969.27,968.61,968.5,968.65,969.04,981.41,981.61,981.18,980.06,979.66,979.97,979.34,980.31,979.96,979.68,978.74,978.72,962.26,964.05,963.92,963.65,963.89,963.43,962.03,959.24,958.58,958.39,958.4,959.5,962.11,962.85,962.86,962.94,962.29,960.44,960.35,960.72
769.15,768.19,766.66,764.9,762.66,759.52,756.43,752.89,748.74,744.65,740.93,737.99,735.19,732.97,732.63,733.24,734.02,766.87,765.1,762.69,760.32,758.03,749.93,746.87,744.32,741.84,739.16,753.04,752.75,752.59,752.38,755.37,753.83,752.25,750.36,748.74,763.25,761.64,759.46,757.46,759.34,761.57,747.82,746.06,743.7,741.54,743.34,745.63,756.79,755.61,753.4,751.7,749.54,747.09,745.32,746.87,748.97,751.05,753.04,755.52,756.16,753.2,751.47,749.43,746.18,749.31,751.38,753.1,980.6,975.69,971.16,966.63,962.89,959.21,956.69,954.81,954.85,955.43,957.34,960.52,964.32,968.97,974.11,979.23,984.06,983.36,984.47,984.99,985.4,985.31,985.91,986.54,987.06,986.94,986.87,981.15,977.21,973.48,969.4,968.11,967.36,966.69,967.48,968.38,980.74,981.85,982.07,980.77,979.86,979.81,981.79,982.74,982.98,982.47,981.04,980.69,961.58,962.46,962.86,962.34,962.99,962.4,961.42,959.89,959.1,958.85,959.06,960.03,961.67,961.4,961.03,961.39,961.47,961.57,961.25,961.48
722.96,722.88,723.1,723.31,723.8,724.64,725.57,726.57,727.66,728.67,729.66,730.59,731.27,731.59,731.74,731.88,732.02,724.11,724.79,725.47,726.15,726.75,728.48,729.04,729.57,730.08,730.53,727.6,727.63,727.67,727.7,726.72,727.12,727.47,727.87,728.15,724.91,725.46,725.93,726.33,725.9,725.45,728.65,729,729.42,729.94,729.45,729.08,725.86,726.31,726.91,727.33,727.86,728.47,728.83,728.46,727.88,727.41,726.95,726.33,726.09,726.94,727.35,727.87,728.53,727.85,727.34,726.95,965.64,966.86,968.24,969.51,970.6,971.64,972.31,972.68,972.66,972.32,971.63,970.75,969.84,968.91,967.8,966.86,965.89,964.4,964.07,964,964.11,964.44,964.38,964.15,964.11,964.2,964.26,965.12,966.01,966.86,967.8,968.05,968.2,968.29,968.18,967.97,965.37,965.17,965.14,965.29,965.49,965.5,965.16,965.03,965.12,965.34,965.45,965.46,970.04,969.18,968.93,969.01,968.88,969.17,969.73,970.29,970.75,970.88,970.87,970.69,969.96,969.44,969.48,969.36,969.77,970.04,970.18,970.21
662.57,665.11,667.65,670.65,675.22,680.96,688.33,696.73,705.23,712.41,719.79,727.75,733.31,735.83,735.36,734.87,734.39,667.05,669.73,675.36,681.94,688.48,697.06,702.32,708.25,715.42,722.09,694.88,695.14,695.23,695.46,689.35,693.15,697.26,701.24,704.94,676.16,679.84,683.2,686.4,683.44,680.31,704.09,707.4,711.01,714.81,711.52,708.42,683.76,689.58,694.91,698.41,702.12,707.66,714.03,709.63,704.18,700.33,696.55,690.93,685.95,695.13,698.86,702.5,711.95,703.4,699.57,695.88,971.88,980.3,987.93,995.69,1003.2,1008.8,1013.2,1016.5,1016.8,1013.2,1008.1,1002.9,996.5,987.61,978.7,970.03,960.91,963.78,959.24,957.82,957.55,959.52,957.49,952.98,949.31,948.01,949.56,963.37,968.31,973.02,977.97,981.42,981.61,981.73,980.18,978.34,969.88,969.66,969.01,967.54,969.23,970.18,963.56,962.1,961.72,960.57,962.53,963.37,992.84,990.2,988.35,987.93,986.8,986.42,986.85,994.51,997.07,998.03,998.36,997.71,992.86,989.92,989.27,988.25,987.8,993.38,994.27,995
616.25,614.7,614.23,613.78,614.96,621.62,632.86,645.08,658.21,671.4,683.4,694.43,703.09,707.86,712.09,715.23,716.84,632.7,642.52,652.74,662.82,672.47,677.78,687.3,695.83,704.09,710.48,674.57,673.69,672.83,671.84,657.07,662.73,668.91,674.69,680.18,646.11,651.55,656.74,660.74,656.3,650.97,683.44,689.37,694.18,698.25,693.71,688.67,640.78,650.63,659.2,664.52,671.31,678.13,683.64,676.43,668.89,661.95,655.73,647.88,642.86,658.35,664.11,670.64,682.51,669.74,663.18,657.45,899.5,912.98,926.75,940.45,953.32,965.28,976.79,984.65,988.93,988.11,982.16,974.11,964.14,952.88,940.8,928.88,917.3,900.65,896.76,897.49,899.57,903.28,901.68,900.56,901.24,903.14,909.08,912,920.81,929.35,938.39,938.17,941.34,944.38,943.74,942.78,910.14,910.17,910.18,912.8,913.9,912.98,915.94,915.02,915.69,917.38,919.35,918.76,954.12,951.92,952.61,955.04,954.9,957.09,962.02,965.8,967.09,966.65,964.66,960.55,954.26,955.57,957.23,957.61,961.5,962.27,961.88,960.24
556.15,550.87,548.19,546.04,547.13,551.27,557.75,565.49,579.23,596.02,615.6,633.56,649.65,661.16,670.38,676.28,680.37,563.39,571.52,578.95,587,593.77,606.7,621.29,635.43,647.65,658.25,597.56,594.92,591.83,588.53,579.01,583.59,589.44,598.41,607.2,571.07,575.36,581.37,586.3,581.37,575.44,622.16,627.75,633.86,639.42,633.14,627.66,567.85,574.39,582.05,588.46,597.82,605.91,616.07,605.48,595.99,587.1,580.09,573.49,570.12,581.7,588.03,597.25,613.9,596.15,587.37,581.1,843.7,859.16,877.1,896.6,912.67,925.65,939.31,949.68,956.97,960.26,958.25,951.96,941.84,925.11,905.09,883.27,862.46,814.65,813.37,818.05,821.76,826.34,823.93,821.38,822.62,827.97,836.76,837.5,847.96,857.69,868.05,873.44,877.7,880.86,880.32,879.43,835.28,832.87,833.45,838.21,839.05,838.14,843.27,839.58,840.41,844.64,845.97,845.29,905.36,898.5,898.09,901,901.24,905.36,913.7,913.12,911.33,910.61,908.38,906.93,903.74,902.76,905.02,905.77,911.63,907.22,906.48,903.97
527.09,522.5,520.32,520.45,524.73,532.21,543.3,554.59,571.81,588.96,609.1,626.89,641.56,650.98,658.76,664.07,666.41,531.88,540.43,550.48,561.37,570.03,582.66,600,618.32,635.83,648.91,577.71,576.46,575.07,573.45,560.2,567.32,575.09,584.25,593.63,545.39,550.57,557.84,565.18,558.57,551.33,601.28,609.89,617.43,624.07,616.5,609.03,549.31,557.96,566.99,575.04,584.97,594.24,606.82,594.27,584.61,575.03,566.76,558.22,551.22,567.17,574.91,584.57,604.07,584.46,574.96,567.2,773.53,791.56,810.34,830.6,847.22,859.8,870.84,878.85,886.06,886.75,882.89,876.28,865.26,846.91,824.88,802.01,780.32,747.08,741.42,742.22,746.73,752.55,751.16,743.99,742.55,750.6,761.89,761.93,772.27,781.7,792.43,801.21,804.13,806.4,805.59,804.96,761.59,759.5,758.91,763.5,764.71,764.36,765.58,761.46,762.41,765.54,768.15,767.69,831.96,825.33,823.42,826.39,825.98,829.04,836.39,835.68,834.31,833.9,832.41,831.86,829.96,827.95,830.11,830.11,834.62,830.29,830.22,828.65
461.85,462.24,463.28,465.14,470.29,479.92,495.51,511.86,528.28,546.17,565.67,580.31,589.21,595.76,600.75,602.83,603.3,481.25,492.91,506.01,520.2,531.95,547.55,561.7,575.38,588.72,596.84,540.36,541.37,542.73,543.53,524.84,532.09,539.5,546.87,553.69,496.94,503.45,511.61,518.62,511.73,504.38,558.79,567.37,574.65,580.39,573.53,566.7,498.79,512.75,526.67,537.18,548.38,556.92,565.47,554.11,544.8,533.81,522.9,508.78,501.84,525.99,536.56,547.47,562.89,545.52,534.59,523.76,692.44,712.31,733.38,755.7,773.35,787.5,799.62,806.11,811.24,811.2,805.91,794.54,779.97,762,744.03,725.85,708.5,666.59,659.33,657.93,659.24,665.06,670.48,668.32,671.07,675.67,685.35,682.09,691,699.19,708.53,722.29,725.1,727.37,726.95,725.67,682.87,679.9,679.59,684.31,685.45,684.67,691.37,689.31,690.68,694.84,695.47,694.07,751.9,744.27,742.43,744.76,745.25,749.17,761.43,762.64,761.57,760.67,758.45,755.93,750.57,748.01,750.01,751.04,758.56,755.05,754.98,752.87
376.56,383.55,391.54,398.57,411.33,427.74,445.96,467.6,487.57,505.03,518.17,534.02,543.76,550.73,553.75,554.97,552.91,394.66,401.21,417.23,437.06,457.27,487.69,501.15,514.97,529.2,539.74,479.15,482.18,484.71,487.51,465.18,477.58,487.62,497.97,508.46,420.26,428.99,438.39,449.39,441.32,431.52,501.69,509.46,519.67,527.2,521.03,511.72,449.93,463.6,476.72,487.21,497.58,508.03,517.71,508.24,498.24,486.86,476.95,463.68,455.52,477.36,487.13,497.58,511.81,497.4,487.17,477.57,690.45,711.88,731.59,752.29,769.76,783.7,793.17,799.76,798.71,792.63,780.01,766.79,749.49,728.77,704.49,680.41,656.62,664.76,648.67,640.53,638.99,640.44,628.27,620.71,614.03,613.78,622.5,656.3,669.31,681.59,693.4,710.84,710.66,710.24,707.68,704.98,677.45,672.87,669.21,668.68,675.06,678.37,655.51,649.35,647.71,647.94,654.48,656.2,755.87,743.66,738.19,741.08,737.6,740.52,749.96,755.66,758.83,760.05,760.62,758.74,753.1,747.5,747.98,746.73,748.67,747.31,750.28,749.7
